team_season_id,franchise,season,display,division,games,record,pts_scored_mean,pts_scored_sd,pts_allowed_mean,pts_allowed_sd,point_diff_pg,strength_z,eligible_qb,eligible_rb,eligible_wr,eligible_te
DET-2005,DET,2005,2005 Detroit Lions,NFC North,16,5-11,15.88,7.68,21.56,10.13,-5.688,-0.86,1,3,5,2
GB-2005,GB,2005,2005 Green Bay Packers,NFC North,16,4-12,18.63,12.21,21.5,9.47,-2.875,-0.435,1,2,4,2
HOU-2005,HOU,2005,2005 Houston Texans,AFC South,16,2-14,16.25,6.59,26.94,10.41,-10.688,-1.615,1,3,4,1
IND-2005,IND,2005,2005 Indianapolis Colts,AFC South,16,14-2,27.44,11.33,15.44,10.6,12,1.814,1,2,4,2
JAX-2005,JAX,2005,2005 Jacksonville Jaguars,AFC South,16,12-4,22.56,10.03,16.81,6.52,5.75,0.869,1,2,4,3
KC-2005,KC,2005,2005 Kansas City Chiefs,AFC West,16,10-6,25.19,9.98,20.31,9.58,4.875,0.737,1,1,4,1
LAC-2005,LAC,2005,2005 San Diego Chargers,AFC West,16,9-7,26.13,11.84,19.5,5.18,6.625,1.001,1,3,4,2
LAR-2005,LAR,2005,2005 St. Louis Rams,NFC West,16,6-10,22.69,7.1,26.81,10.39,-4.125,-0.623,2,3,6,1
LV-2005,LV,2005,2005 Oakland Raiders,AFC West,16,4-12,18.13,8.96,23.94,7.51,-5.813,-0.879,1,4,4,2
MIA-2005,MIA,2005,2005 Miami Dolphins,AFC East,16,9-7,19.88,9.33,19.81,6.52,0.063,0.01,1,4,4,2
MIN-2005,MIN,2005,2005 Minnesota Vikings,NFC North,16,9-7,19.13,9.74,21.5,8.76,-2.375,-0.359,1,3,5,3
NE-2005,NE,2005,2005 New England Patriots,AFC East,16,10-6,23.69,5.97,21.13,11.54,2.563,0.387,1,3,5,1
NO-2005,NO,2005,2005 New Orleans Saints,NFC South,16,3-13,14.69,7.39,24.88,10.99,-10.188,-1.54,1,3,4,2
NYG-2005,NYG,2005,2005 New York Giants,NFC East,16,11-5,26.38,8.37,19.63,10.79,6.75,1.02,1,4,5,1
NYJ-2005,NYJ,2005,2005 New York Jets,AFC East,16,4-12,15,9.31,22.19,7.95,-7.188,-1.086,1,2,3,2
PHI-2005,PHI,2005,2005 Philadelphia Eagles,NFC East,16,6-10,19.38,10.02,24.25,11.48,-4.875,-0.737,2,3,3,1
PIT-2005,PIT,2005,2005 Pittsburgh Steelers,AFC North,16,11-5,24.31,9.05,16.13,9.86,8.188,1.237,1,2,5,1
SEA-2005,SEA,2005,2005 Seattle Seahawks,NFC West,16,13-3,28.25,9.95,16.94,8.49,11.313,1.71,1,3,4,2
SF-2005,SF,2005,2005 San Francisco 49ers,NFC West,16,4-12,14.94,9.29,26.75,11.8,-11.813,-1.785,1,4,5,1
TB-2005,TB,2005,2005 Tampa Bay Buccaneers,NFC South,16,11-5,18.75,9.36,17.13,9.72,1.625,0.246,1,4,5,2
TEN-2005,TEN,2005,2005 Tennessee Titans,AFC South,16,4-12,18.69,9.72,26.31,8.75,-7.625,-1.152,1,4,4,3
WAS-2005,WAS,2005,2005 Washington Redskins,NFC East,16,10-6,22.44,12.59,18.31,9.06,4.125,0.623,1,3,3,3
ARI-2006,ARI,2006,2006 Arizona Cardinals,NFC West,16,5-11,19.63,8.25,24.31,6.69,-4.688,-0.811,1,4,4,1
ATL-2006,ATL,2006,2006 Atlanta Falcons,NFC South,16,7-9,18.25,10.32,20.5,11.34,-2.25,-0.389,1,4,4,1
BAL-2006,BAL,2006,2006 Baltimore Ravens,AFC North,16,13-3,22.06,8.53,12.56,7.7,9.5,1.643,1,4,3,2
BUF-2006,BUF,2006,2006 Buffalo Bills,AFC East,16,7-9,18.75,7.54,19.44,9.92,-0.688,-0.119,1,2,6,1
CAR-2006,CAR,2006,2006 Carolina Panthers,NFC South,16,8-8,16.88,7.62,19.06,10.02,-2.188,-0.378,1,3,4,2
CHI-2006,CHI,2006,2006 Chicago Bears,NFC North,16,13-3,26.69,11.77,15.94,10.27,10.75,1.859,1,4,4,1
CIN-2006,CIN,2006,2006 Cincinnati Bengals,AFC North,16,8-8,23.31,8.34,20.69,12.55,2.625,0.454,1,2,3,2
CLE-2006,CLE,2006,2006 Cleveland Browns,AFC North,16,4-12,14.88,8.2,22.25,6.88,-7.375,-1.275,1,3,4,2
DAL-2006,DAL,2006,2006 Dallas Cowboys,NFC East,16,9-7,26.56,9.8,21.88,11.74,4.688,0.811,1,2,5,2
DEN-2006,DEN,2006,2006 Denver Broncos,AFC West,16,9-7,19.94,8.37,19.06,12.68,0.875,0.151,1,4,4,2
DET-2006,DET,2006,2006 Detroit Lions,NFC North,16,3-13,19.06,9.73,24.88,8.52,-5.813,-1.005,1,2,3,2
GB-2006,GB,2006,2006 Green Bay Packers,NFC North,16,8-8,18.81,11.18,22.88,10.09,-4.063,-0.703,1,3,3,3
HOU-2006,HOU,2006,2006 Houston Texans,AFC South,16,6-10,16.69,6.92,22.88,11.13,-6.188,-1.07,1,4,3,3
IND-2006,IND,2006,2006 Indianapolis Colts,AFC South,16,12-4,26.69,9.86,22.5,7.55,4.188,0.724,1,2,3,3
JAX-2006,JAX,2006,2006 Jacksonville Jaguars,AFC South,16,8-8,23.19,11.29,17.13,11.29,6.063,1.048,1,3,3,3
KC-2006,KC,2006,2006 Kansas City Chiefs,AFC West,16,9-7,20.69,11.47,19.69,11,1,0.173,2,3,3,2
LAC-2006,LAC,2006,2006 San Diego Chargers,AFC West,16,14-2,30.75,11.18,18.94,9.71,11.813,2.043,1,2,5,2
LAR-2006,LAR,2006,2006 St. Louis Rams,NFC West,16,8-8,22.94,10.5,23.81,11.24,-0.875,-0.151,1,2,5,1
LV-2006,LV,2006,2006 Oakland Raiders,AFC West,16,2-14,10.5,7.86,20.75,6.52,-10.25,-1.772,2,4,3,3
MIA-2006,MIA,2006,2006 Miami Dolphins,AFC East,16,6-10,16.25,8.24,17.69,8.42,-1.438,-0.249,1,3,4,2
MIN-2006,MIN,2006,2006 Minnesota Vikings,NFC North,16,6-10,17.63,8.64,20.44,8.33,-2.813,-0.486,1,3,5,2
NE-2006,NE,2006,2006 New England Patriots,AFC East,16,12-4,24.06,11.49,14.81,7.3,9.25,1.599,1,3,4,2
NO-2006,NO,2006,2006 New Orleans Saints,NFC South,16,10-6,25.81,8.16,20.13,10.2,5.688,0.984,1,3,6,2
NYG-2006,NYG,2006,2006 New York Giants,NFC East,16,8-8,22.19,8.14,22.63,11.54,-0.438,-0.076,1,4,4,2
NYJ-2006,NYJ,2006,2006 New York Jets,AFC East,16,10-6,19.75,10.41,18.44,9.85,1.313,0.227,1,3,5,1
PHI-2006,PHI,2006,2006 Philadelphia Eagles,NFC East,16,10-6,24.88,8.42,20.5,10.61,4.375,0.757,2,5,4,2
PIT-2006,PIT,2006,2006 Pittsburgh Steelers,AFC North,16,8-8,22.06,13.41,19.69,11.49,2.375,0.411,1,2,5,1
SEA-2006,SEA,2006,2006 Seattle Seahawks,NFC West,16,9-7,20.94,9.41,21.31,10.71,-0.375,-0.065,1,3,5,1
SF-2006,SF,2006,2006 San Francisco 49ers,NFC West,16,7-9,18.63,8.23,25.75,12.8,-7.125,-1.232,1,2,4,2
TB-2006,TB,2006,2006 Tampa Bay Buccaneers,NFC South,16,4-12,13.19,9.35,22.06,8.09,-8.875,-1.535,1,3,3,2
TEN-2006,TEN,2006,2006 Tennessee Titans,AFC South,16,8-8,20.25,8,25,10.37,-4.75,-0.821,1,3,3,2
WAS-2006,WAS,2006,2006 Washington Redskins,NFC East,16,5-11,19.19,9.41,23.5,8.01,-4.313,-0.746,1,4,4,2
ARI-2007,ARI,2007,2007 Arizona Cardinals,NFC West,16,8-8,25.25,9.66,24.94,7.45,0.313,0.043,1,3,6,2
ATL-2007,ATL,2007,2007 Atlanta Falcons,NFC South,16,4-12,16.19,10.36,25.88,8.56,-9.688,-1.333,1,2,5,1
BAL-2007,BAL,2007,2007 Baltimore Ravens,AFC North,16,5-11,17.19,7.62,24,10.57,-6.813,-0.937,1,3,5,1
BUF-2007,BUF,2007,2007 Buffalo Bills,AFC East,16,7-9,15.75,9.96,22.13,13.79,-6.375,-0.877,2,4,3,2
CAR-2007,CAR,2007,2007 Carolina Panthers,NFC South,16,7-9,16.69,9.17,21.69,8.74,-5,-0.688,1,2,4,2
CHI-2007,CHI,2007,2007 Chicago Bears,NFC North,16,7-9,20.88,10.16,21.75,10.01,-0.875,-0.12,1,4,5,3
CIN-2007,CIN,2007,2007 Cincinnati Bengals,AFC North,16,7-9,23.75,10.4,24.06,11.64,-0.313,-0.043,1,3,4,2
CLE-2007,CLE,2007,2007 Cleveland Browns,AFC North,16,10-6,25.13,11.32,23.88,11.36,1.25,0.172,1,2,3,3
DAL-2007,DAL,2007,2007 Dallas Cowboys,NFC East,16,13-3,28.44,10.76,20.31,11.35,8.125,1.118,1,3,4,3
DEN-2007,DEN,2007,2007 Denver Broncos,AFC West,16,7-9,20,11.32,25.56,11.02,-5.563,-0.765,1,4,3,2
DET-2007,DET,2007,2007 Detroit Lions,NFC North,16,7-9,21.63,10.92,27.75,14.32,-6.125,-0.842,1,3,5,2
GB-2007,GB,2007,2007 Green Bay Packers,NFC North,16,13-3,27.19,9.08,18.19,9.76,9,1.238,1,4,5,1
HOU-2007,HOU,2007,2007 Houston Texans,AFC South,16,8-8,23.69,8.59,24,10.66,-0.313,-0.043,2,2,4,2
IND-2007,IND,2007,2007 Indianapolis Colts,AFC South,16,13-3,28.13,9.73,16.38,6.09,11.75,1.616,1,3,2,2
JAX-2007,JAX,2007,2007 Jacksonville Jaguars,AFC South,16,11-5,25.69,10.88,19,11.17,6.688,0.92,2,3,4,2
KC-2007,KC,2007,2007 Kansas City Chiefs,AFC West,16,4-12,14.13,7.48,20.94,8.35,-6.813,-0.937,2,2,4,2
LAC-2007,LAC,2007,2007 San Diego Chargers,AFC West,16,11-5,25.75,10.23,17.75,11.25,8,1.1,1,3,4,2
LAR-2007,LAR,2007,2007 St. Louis Rams,NFC West,16,3-13,16.44,9.94,27.38,9.92,-10.938,-1.505,2,4,5,2
LV-2007,LV,2007,2007 Oakland Raiders,AFC West,16,4-12,17.69,8.69,24.88,9.89,-7.188,-0.989,1,4,3,1
MIA-2007,MIA,2007,2007 Miami Dolphins,AFC East,16,1-15,16.69,8.78,27.31,13.18,-10.625,-1.461,1,3,4,2
MIN-2007,MIN,2007,2007 Minnesota Vikings,NFC North,16,8-8,22.81,11.39,19.44,8.84,3.375,0.464,1,3,5,2
NE-2007,NE,2007,2007 New England Patriots,AFC East,16,16-0,36.81,10.19,17.13,8.84,19.688,2.708,1,3,5,2
NO-2007,NO,2007,2007 New Orleans Saints,NFC South,16,7-9,23.69,9.29,24.25,10.45,-0.563,-0.077,1,3,5,2
NYG-2007,NYG,2007,2007 New York Giants,NFC East,16,10-6,23.31,9.61,21.94,12.61,1.375,0.189,1,4,4,2
NYJ-2007,NYJ,2007,2007 New York Jets,AFC East,16,4-12,16.75,10.52,22.19,9.73,-5.438,-0.748,2,2,5,1
PHI-2007,PHI,2007,2007 Philadelphia Eagles,NFC East,16,8-8,21,12.84,18.75,8.91,2.25,0.31,1,4,5,3
PIT-2007,PIT,2007,2007 Pittsburgh Steelers,AFC North,16,10-6,24.56,10.22,16.81,11.43,7.75,1.066,1,3,4,1
SEA-2007,SEA,2007,2007 Seattle Seahawks,NFC West,16,10-6,24.56,10.46,18.19,11.89,6.375,0.877,1,2,4,2
SF-2007,SF,2007,2007 San Francisco 49ers,NFC West,16,5-11,13.69,8.84,22.75,8.24,-9.063,-1.247,0,2,4,2
TB-2007,TB,2007,2007 Tampa Bay Buccaneers,NFC South,16,9-7,20.88,7.94,16.88,9.78,4,0.55,1,3,4,2
TEN-2007,TEN,2007,2007 Tennessee Titans,AFC South,16,10-6,18.81,8.53,18.56,10.17,0.25,0.034,1,2,5,3
WAS-2007,WAS,2007,2007 Washington Redskins,NFC East,16,9-7,20.88,7,19.38,11.55,1.5,0.206,1,3,3,3
ARI-2008,ARI,2008,2008 Arizona Cardinals,NFC West,16,9-7,26.69,8.9,26.63,14.2,0.063,0.009,1,3,5,0
ATL-2008,ATL,2008,2008 Atlanta Falcons,NFC South,16,11-5,24.44,10.29,20.31,7.6,4.125,0.616,1,2,5,1
BAL-2008,BAL,2008,2008 Baltimore Ravens,AFC North,16,11-5,24.06,11.45,15.25,8.78,8.813,1.315,1,2,3,2
BUF-2008,BUF,2008,2008 Buffalo Bills,AFC East,16,7-9,21,13.64,21.38,8.82,-0.375,-0.056,1,2,4,2
CAR-2008,CAR,2008,2008 Carolina Panthers,NFC South,16,12-4,25.88,9.34,20.56,11.94,5.313,0.793,1,3,4,2
CHI-2008,CHI,2008,2008 Chicago Bears,NFC North,16,9-7,23.44,9.82,21.88,10.6,1.563,0.233,1,5,4,2
CIN-2008,CIN,2008,2008 Cincinnati Bengals,AFC North,16,4-11-1,12.75,6.41,22.75,10.99,-10,-1.492,1,3,5,2
CLE-2008,CLE,2008,2008 Cleveland Browns,AFC North,16,4-12,14.5,11.17,21.88,9.27,-7.375,-1.101,1,3,4,3
DAL-2008,DAL,2008,2008 Dallas Cowboys,NFC East,16,9-7,22.63,9.78,22.81,11.76,-0.188,-0.028,1,2,5,2
DEN-2008,DEN,2008,2008 Denver Broncos,AFC West,16,8-8,23.13,10.58,28,10.5,-4.875,-0.727,1,4,4,3
DET-2008,DET,2008,2008 Detroit Lions,NFC North,16,0-16,16.75,5.89,32.31,9.3,-15.563,-2.322,1,2,3,3
GB-2008,GB,2008,2008 Green Bay Packers,NFC North,16,6-10,26.19,8.83,23.75,10.33,2.438,0.364,1,3,5,3
HOU-2008,HOU,2008,2008 Houston Texans,AFC South,16,8-8,22.88,7.42,24.63,10.31,-1.75,-0.261,1,3,5,2
IND-2008,IND,2008,2008 Indianapolis Colts,AFC South,16,12-4,23.56,7.76,18.63,10.7,4.938,0.737,1,3,4,2
JAX-2008,JAX,2008,2008 Jacksonville Jaguars,AFC South,16,5-11,18.88,7.96,22.94,5.31,-4.063,-0.606,1,3,3,2
KC-2008,KC,2008,2008 Kansas City Chiefs,AFC West,16,2-14,18.19,9.7,27.5,10.53,-9.313,-1.39,1,3,4,1
LAC-2008,LAC,2008,2008 San Diego Chargers,AFC West,16,8-8,27.44,12.82,21.69,8.66,5.75,0.858,1,3,5,2
LAR-2008,LAR,2008,2008 St. Louis Rams,NFC West,16,2-14,14.5,8.26,29.06,9.88,-14.563,-2.173,1,3,6,2
LV-2008,LV,2008,2008 Oakland Raiders,AFC West,16,5-11,16.44,9.75,24.25,11.27,-7.813,-1.166,1,3,3,2
MIA-2008,MIA,2008,2008 Miami Dolphins,AFC East,16,11-5,21.56,8.51,19.81,11.07,1.75,0.261,1,3,4,2
MIN-2008,MIN,2008,2008 Minnesota Vikings,NFC North,16,10-6,23.69,8.68,20.81,9.53,2.875,0.429,1,3,4,2
NE-2008,NE,2008,2008 New England Patriots,AFC East,16,11-5,25.63,13.83,19.31,11.38,6.313,0.942,1,4,5,1
NO-2008,NO,2008,2008 New Orleans Saints,NFC South,16,8-8,28.94,9.95,24.56,9.25,4.375,0.653,1,3,4,3
NYG-2008,NYG,2008,2008 New York Giants,NFC East,16,12-4,26.69,10.73,18.38,9.02,8.313,1.241,1,4,5,2
NYJ-2008,NYJ,2008,2008 New York Jets,AFC East,16,9-7,25.31,13.65,22.25,11.04,3.063,0.457,1,2,5,2
PHI-2008,PHI,2008,2008 Philadelphia Eagles,NFC East,16,9-6-1,26,13.28,18.06,11.9,7.938,1.185,1,3,5,2
PIT-2008,PIT,2008,2008 Pittsburgh Steelers,AFC North,16,12-4,21.69,9.98,13.94,7.95,7.75,1.157,1,4,3,2
SEA-2008,SEA,2008,2008 Seattle Seahawks,NFC West,16,4-12,18.38,9.34,24.5,10.11,-6.125,-0.914,1,4,4,1
SF-2008,SF,2008,2008 San Francisco 49ers,NFC West,16,7-9,21.19,8,23.81,10.13,-2.625,-0.392,2,2,5,2
TB-2008,TB,2008,2008 Tampa Bay Buccaneers,NFC South,16,9-7,22.56,7.55,20.19,10.46,2.375,0.354,1,3,4,3
TEN-2008,TEN,2008,2008 Tennessee Titans,AFC South,16,13-3,23.44,11.16,14.63,6.73,8.813,1.315,1,2,3,2
WAS-2008,WAS,2008,2008 Washington Redskins,NFC East,16,8-8,16.56,7.84,18.5,5.99,-1.938,-0.289,1,3,4,3
ARI-2009,ARI,2009,2009 Arizona Cardinals,NFC West,16,10-6,23.44,9.6,20.31,8.1,3.125,0.419,2,4,6,2
ATL-2009,ATL,2009,2009 Atlanta Falcons,NFC South,16,9-7,22.69,9.55,20.31,11.32,2.375,0.318,1,2,5,2
BAL-2009,BAL,2009,2009 Baltimore Ravens,AFC North,16,9-7,24.44,10.76,16.31,10.04,8.125,1.09,1,2,4,1
BUF-2009,BUF,2009,2009 Buffalo Bills,AFC East,16,6-10,16.13,9.41,20.38,10.84,-4.25,-0.57,2,2,4,3
CAR-2009,CAR,2009,2009 Carolina Panthers,NFC South,16,8-8,19.69,10.06,19.25,8.58,0.438,0.059,1,2,4,3
CHI-2009,CHI,2009,2009 Chicago Bears,NFC North,16,7-9,20.44,11.92,23.44,11.11,-3,-0.402,1,4,4,2
CIN-2009,CIN,2009,2009 Cincinnati Bengals,AFC North,16,10-6,19.06,10.03,18.19,9.01,0.875,0.117,1,3,5,2
CLE-2009,CLE,2009,2009 Cleveland Browns,AFC North,16,5-11,15.31,12.18,23.44,10.95,-8.125,-1.09,2,3,5,1
DAL-2009,DAL,2009,2009 Dallas Cowboys,NFC East,16,11-5,22.56,9.6,15.63,9.56,6.938,0.93,1,3,5,3
DEN-2009,DEN,2009,2009 Denver Broncos,AFC West,16,8-8,20.38,10.28,20.25,11.87,0.125,0.017,1,3,4,2
DET-2009,DET,2009,2009 Detroit Lions,NFC North,16,2-14,16.38,9.84,30.88,10.3,-14.5,-1.945,2,3,4,3
GB-2009,GB,2009,2009 Green Bay Packers,NFC North,16,11-5,28.81,7.57,18.56,12.75,10.25,1.375,1,2,4,2
HOU-2009,HOU,2009,2009 Houston Texans,AFC South,16,9-7,24.25,7.76,20.81,8.63,3.438,0.461,1,3,5,2
IND-2009,IND,2009,2009 Indianapolis Colts,AFC South,16,14-2,26,9.75,19.19,8.68,6.813,0.914,1,3,3,3
JAX-2009,JAX,2009,2009 Jacksonville Jaguars,AFC South,16,7-9,18.13,10.39,23.75,8.27,-5.625,-0.754,1,3,4,2
KC-2009,KC,2009,2009 Kansas City Chiefs,AFC West,16,4-12,18.38,9.84,26.5,12.06,-8.125,-1.09,1,2,6,2
LAC-2009,LAC,2009,2009 San Diego Chargers,AFC West,16,13-3,28.38,7.09,20,9.14,8.375,1.123,1,3,4,1
LAR-2009,LAR,2009,2009 St. Louis Rams,NFC West,16,1-15,10.94,6.69,27.25,10.94,-16.313,-2.188,1,3,4,3
LV-2009,LV,2009,2009 Oakland Raiders,AFC West,16,5-11,12.31,7.12,23.69,9.27,-11.375,-1.525,1,4,6,3
MIA-2009,MIA,2009,2009 Miami Dolphins,AFC East,16,7-9,22.5,8.27,24.38,8.52,-1.875,-0.251,2,2,4,2
MIN-2009,MIN,2009,2009 Minnesota Vikings,NFC North,16,12-4,29.38,9.3,19.5,9.51,9.875,1.324,2,3,4,3
NE-2009,NE,2009,2009 New England Patriots,AFC East,16,10-6,26.69,11.34,17.81,10.92,8.875,1.19,1,3,5,2
NO-2009,NO,2009,2009 New Orleans Saints,NFC South,16,13-3,31.88,11.66,21.31,7.79,10.563,1.417,1,4,4,2
NYG-2009,NYG,2009,2009 New York Giants,NFC East,16,8-8,25.13,12.16,26.69,14.33,-1.563,-0.21,1,2,5,2
NYJ-2009,NYJ,2009,2009 New York Jets,AFC East,16,9-7,21.75,8.84,14.75,10.67,7,0.939,1,2,5,2
PHI-2009,PHI,2009,2009 Philadelphia Eagles,NFC East,16,11-5,26.81,11.49,21.06,10.8,5.75,0.771,2,3,4,1
PIT-2009,PIT,2009,2009 Pittsburgh Steelers,AFC North,16,9-7,23,8.91,20.25,7.07,2.75,0.369,1,3,4,2
SEA-2009,SEA,2009,2009 Seattle Seahawks,NFC West,16,5-11,17.5,10.37,24.38,12.82,-6.875,-0.922,2,4,5,1
SF-2009,SF,2009,2009 San Francisco 49ers,NFC West,16,8-8,20.63,6.75,17.56,12.8,3.063,0.411,1,2,5,2
TB-2009,TB,2009,2009 Tampa Bay Buccaneers,NFC South,16,3-13,15.25,9.69,25,8.56,-9.75,-1.308,1,4,5,2
TEN-2009,TEN,2009,2009 Tennessee Titans,AFC South,16,8-8,22.13,12.19,25.13,13.33,-3,-0.402,1,2,4,4
WAS-2009,WAS,2009,2009 Washington Redskins,NFC East,16,4-12,16.63,9.11,21,10.02,-4.375,-0.587,1,5,4,2
ARI-2010,ARI,2010,2010 Arizona Cardinals,NFC West,16,5-11,18.06,11.35,27.13,9.46,-9.063,-1.495,1,4,5,3
ATL-2010,ATL,2010,2010 Atlanta Falcons,NFC South,16,13-3,25.88,9.18,18,7.28,7.875,1.299,1,1,5,2
BAL-2010,BAL,2010,2010 Baltimore Ravens,AFC North,16,12-4,22.31,9.41,16.88,7.88,5.438,0.897,1,3,4,2
BUF-2010,BUF,2010,2010 Buffalo Bills,AFC East,16,4-12,17.69,11.82,26.56,11.66,-8.875,-1.464,1,2,5,2
CAR-2010,CAR,2010,2010 Carolina Panthers,NFC South,16,2-14,12.25,6.38,25.5,7.12,-13.25,-2.186,1,3,4,3
CHI-2010,CHI,2010,2010 Chicago Bears,NFC North,16,11-5,20.88,10.83,17.88,9.2,3,0.495,1,3,5,2
CIN-2010,CIN,2010,2010 Cincinnati Bengals,AFC North,16,4-12,20.13,8.52,24.69,11.04,-4.563,-0.753,1,3,5,2
CLE-2010,CLE,2010,2010 Cleveland Browns,AFC North,16,5-11,16.94,7.86,20.75,7.27,-3.813,-0.629,1,2,4,2
DAL-2010,DAL,2010,2010 Dallas Cowboys,NFC East,16,6-10,24.63,9.61,27.25,9.77,-2.625,-0.433,1,4,4,2
DEN-2010,DEN,2010,2010 Denver Broncos,AFC West,16,4-12,21.5,10.39,29.44,11.78,-7.938,-1.31,1,3,5,2
DET-2010,DET,2010,2010 Detroit Lions,NFC North,16,6-10,22.63,10.09,23.06,10.77,-0.438,-0.072,1,2,4,2
GB-2010,GB,2010,2010 Green Bay Packers,NFC North,16,10-6,24.25,12.32,15,9.34,9.25,1.526,1,3,4,3
HOU-2010,HOU,2010,2010 Houston Texans,AFC South,16,6-10,24.38,7.58,26.69,8.45,-2.313,-0.382,1,3,4,3
IND-2010,IND,2010,2010 Indianapolis Colts,AFC South,16,10-6,27.19,6.07,24.25,8.64,2.938,0.485,1,3,4,2
JAX-2010,JAX,2010,2010 Jacksonville Jaguars,AFC South,16,8-8,22.06,10.59,26.19,9.01,-4.125,-0.681,1,4,4,2
KC-2010,KC,2010,2010 Kansas City Chiefs,AFC West,16,10-6,22.88,12.41,20.38,11.35,2.5,0.412,1,3,5,3
LAC-2010,LAC,2010,2010 San Diego Chargers,AFC West,16,9-7,27.56,8.98,20.13,9.77,7.438,1.227,1,3,3,3
LAR-2010,LAR,2010,2010 St. Louis Rams,NFC West,16,7-9,18.06,7.81,20.5,10.89,-2.438,-0.402,1,3,4,2
LV-2010,LV,2010,2010 Oakland Raiders,AFC West,16,8-8,25.63,13.24,23.19,10.69,2.438,0.402,1,3,5,2
MIA-2010,MIA,2010,2010 Miami Dolphins,AFC East,16,7-9,17.06,8.9,20.81,10.46,-3.75,-0.619,1,3,4,1
MIN-2010,MIN,2010,2010 Minnesota Vikings,NFC North,16,6-10,17.56,9.27,21.75,8.33,-4.188,-0.691,1,2,4,3
NE-2010,NE,2010,2010 New England Patriots,AFC East,16,14-2,32.38,9.74,19.56,9.98,12.813,2.114,1,3,5,3
NO-2010,NO,2010,2010 New Orleans Saints,NFC South,16,11-5,24,7.53,19.19,9.41,4.813,0.794,1,3,5,3
NYG-2010,NYG,2010,2010 New York Giants,NFC East,16,10-6,24.63,9.49,21.69,13.68,2.938,0.485,1,4,3,3
NYJ-2010,NYJ,2010,2010 New York Jets,AFC East,16,11-5,22.94,12.05,19,10.53,3.938,0.65,1,2,4,1
PHI-2010,PHI,2010,2010 Philadelphia Eagles,NFC East,16,10-6,27.44,11.51,23.56,8.37,3.875,0.639,1,3,4,1
PIT-2010,PIT,2010,2010 Pittsburgh Steelers,AFC North,16,12-4,23.44,9.08,14.5,9.06,8.938,1.475,1,3,6,2
SEA-2010,SEA,2010,2010 Seattle Seahawks,NFC West,16,7-9,19.38,9.66,25.44,12.62,-6.063,-1,1,3,5,3
SF-2010,SF,2010,2010 San Francisco 49ers,NFC West,16,6-10,19.06,10.77,21.63,9.02,-2.563,-0.423,1,3,4,2
TB-2010,TB,2010,2010 Tampa Bay Buccaneers,NFC South,16,10-6,21.31,8.76,19.88,10.07,1.438,0.237,2,3,5,2
TEN-2010,TEN,2010,2010 Tennessee Titans,AFC South,16,6-10,22.25,11.13,21.19,8.47,1.063,0.175,2,2,6,3
WAS-2010,WAS,2010,2010 Washington Redskins,NFC East,16,6-10,18.88,6.34,23.56,12.95,-4.688,-0.773,1,2,5,3
ARI-2011,ARI,2011,2011 Arizona Cardinals,NFC West,16,8-8,19.5,6.14,21.75,6.84,-2.25,-0.327,2,4,3,3
ATL-2011,ATL,2011,2011 Atlanta Falcons,NFC South,16,10-6,25.13,10.46,21.88,9.09,3.25,0.472,1,2,4,2
BAL-2011,BAL,2011,2011 Baltimore Ravens,AFC North,16,12-4,23.63,8.71,16.63,8.22,7,1.016,1,2,5,2
BUF-2011,BUF,2011,2011 Buffalo Bills,AFC East,16,6-10,23.25,11.16,27.13,12.56,-3.875,-0.563,1,2,6,1
CAR-2011,CAR,2011,2011 Carolina Panthers,NFC South,16,6-10,25.38,10.41,26.81,10.67,-1.438,-0.209,1,2,5,2
CHI-2011,CHI,2011,2011 Chicago Bears,NFC North,16,8-8,22.06,10.51,21.31,9.03,0.75,0.109,1,3,6,2
CIN-2011,CIN,2011,2011 Cincinnati Bengals,AFC North,16,9-7,21.5,7.12,20.19,6.32,1.313,0.191,1,4,5,1
CLE-2011,CLE,2011,2011 Cleveland Browns,AFC North,16,4-12,13.63,5.71,19.19,7.49,-5.563,-0.808,1,4,4,3
DAL-2011,DAL,2011,2011 Dallas Cowboys,NFC East,16,8-8,23.06,10.34,21.69,9.19,1.375,0.2,1,3,5,3
DEN-2011,DEN,2011,2011 Denver Broncos,AFC West,16,8-8,19.31,8.72,24.38,13.55,-5.063,-0.735,2,2,5,3
DET-2011,DET,2011,2011 Detroit Lions,NFC North,16,10-6,29.63,12.08,24.19,11.02,5.438,0.789,1,2,4,3
GB-2011,GB,2011,2011 Green Bay Packers,NFC North,16,15-1,35,9.98,22.44,10.77,12.563,1.824,1,3,5,3
HOU-2011,HOU,2011,2011 Houston Texans,AFC South,16,10-6,23.81,8.6,17.38,9.41,6.438,0.935,1,2,4,3
IND-2011,IND,2011,2011 Indianapolis Colts,AFC South,16,2-14,15.19,7.19,26.88,11.02,-11.688,-1.697,2,3,3,3
JAX-2011,JAX,2011,2011 Jacksonville Jaguars,AFC South,16,5-11,15.19,8.02,20.56,10.58,-5.375,-0.78,1,4,6,1
KC-2011,KC,2011,2011 Kansas City Chiefs,AFC West,16,7-9,13.25,8.55,21.13,13.96,-7.875,-1.143,1,2,5,1
LAC-2011,LAC,2011,2011 San Diego Chargers,AFC West,16,8-8,25.38,9.27,23.56,9.8,1.813,0.263,1,2,5,2
LAR-2011,LAR,2011,2011 St. Louis Rams,NFC West,16,2-14,12.06,8.64,25.44,6.8,-13.375,-1.942,1,4,5,2
